customer_id,age,gender,item_purchased,category,purchase_amount,location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,previous_purchases,payment_method,frequency_of_purchases,age_group,purchase_frequency_days
504,55,Male,Shoes,Footwear,24,"West Virginia",M,Lavender,Summer,3.2,Yes,"Next Day Air",Yes,26,"Bank Transfer",Quarterly,Middle_aged,90
505,42,Male,Shoes,Footwear,22,Missouri,M,Maroon,Winter,3.9,Yes,"Free Shipping",Yes,26,PayPal,Annually,Adult,365
507,28,Male,Scarf,Accessories,40,Georgia,M,Olive,Fall,2.7,Yes,"2-Day Shipping",Yes,48,"Debit Card",Annually,"Young Adult",365
508,65,Male,Shorts,Clothing,20,Maine,M,Magenta,Spring,5,Yes,"Store Pickup",Yes,33,"Debit Card",Fortnightly,Senior,14
509,27,Male,Jewelry,Accessories,20,Illinois,S,Yellow,Winter,3.7,Yes,"Store Pickup",Yes,31,PayPal,Quarterly,"Young Adult",90
510,41,Male,T-shirt,Clothing,80,Delaware,L,Cyan,Summer,3.9,Yes,"Free Shipping",Yes,17,"Debit Card",Weekly,Adult,7
511,21,Male,Shirt,Clothing,87,"West Virginia",M,Teal,Fall,3.9,Yes,"2-Day Shipping",Yes,22,Venmo,Annually,"Young Adult",365
512,61,Male,Shirt,Clothing,46,Hawaii,L,Yellow,Fall,3.1,Yes,"Free Shipping",Yes,8,PayPal,Annually,Senior,365
513,19,Male,Gloves,Accessories,49,"New York",L,Peach,Winter,3.8,Yes,"Next Day Air",Yes,2,"Bank Transfer",Monthly,"Young Adult",30
514,22,Male,Scarf,Accessories,65,"New Mexico",M,Peach,Fall,3.6,Yes,"Store Pickup",Yes,45,Venmo,Annually,"Young Adult",365
515,64,Male,Skirt,Clothing,62,Indiana,S,Olive,Winter,4.3,Yes,Standard,Yes,47,PayPal,Quarterly,Senior,90
516,28,Male,Hat,Accessories,67,Kentucky,L,Charcoal,Spring,4.5,Yes,"Next Day Air",Yes,7,Cash,Monthly,"Young Adult",30
520,19,Male,Belt,Accessories,54,Minnesota,L,Blue,Summer,4.4,Yes,"2-Day Shipping",Yes,17,"Bank Transfer",Quarterly,"Young Adult",90
521,51,Male,Sunglasses,Accessories,84,"South Carolina",M,White,Spring,3.9,Yes,"Free Shipping",Yes,20,"Debit Card",Quarterly,Middle_aged,90
522,36,Male,Shorts,Clothing,41,Vermont,L,Gold,Winter,3.5,Yes,Standard,Yes,50,"Bank Transfer",Annually,Adult,365
523,65,Male,Gloves,Accessories,88,Minnesota,M,Blue,Spring,2.5,Yes,"Store Pickup",Yes,37,Cash,Quarterly,Senior,90
524,46,Male,Sandals,Footwear,40,Delaware,M,Orange,Spring,4.9,Yes,Express,Yes,5,PayPal,Quarterly,Middle_aged,90
525,59,Male,Shirt,Clothing,39,Pennsylvania,M,Gold,Summer,4.8,Yes,"Free Shipping",Yes,44,PayPal,Annually,Senior,365
526,51,Male,Coat,Outerwear,37,Iowa,M,Cyan,Spring,3.2,Yes,"Next Day Air",Yes,41,"Debit Card",Monthly,Middle_aged,30
527,51,Male,Pants,Clothing,52,"New Jersey",S,Red,Winter,4.9,Yes,Standard,Yes,19,Cash,Monthly,Middle_aged,30
529,34,Male,Sneakers,Footwear,88,Maryland,S,Beige,Winter,3.2,Yes,Express,Yes,40,Cash,Annually,Adult,365
530,32,Male,Shorts,Clothing,84,California,M,Orange,Fall,3.7,Yes,Standard,Yes,6,"Credit Card",Monthly,Adult,30
532,50,Male,Sandals,Footwear,51,Vermont,L,Purple,Fall,3.4,Yes,"Next Day Air",Yes,42,Cash,Weekly,Middle_aged,7
534,57,Male,Sandals,Footwear,60,"North Carolina",L,Pink,Spring,4.5,Yes,"Next Day Air",Yes,17,"Debit Card",Weekly,Middle_aged,7
535,65,Male,Gloves,Accessories,72,Florida,L,Pink,Fall,4.5,Yes,"Next Day Air",Yes,4,PayPal,Quarterly,Senior,90
536,56,Male,T-shirt,Clothing,45,"West Virginia",L,Maroon,Spring,3.2,Yes,"Free Shipping",Yes,24,"Bank Transfer",Weekly,Middle_aged,7
538,50,Male,Blouse,Clothing,49,Virginia,S,Turquoise,Summer,3,Yes,"Store Pickup",Yes,14,"Debit Card",Annually,Middle_aged,365
539,27,Male,Socks,Clothing,22,Virginia,XL,Green,Spring,3.2,Yes,"Free Shipping",Yes,43,Cash,Weekly,"Young Adult",7
540,49,Male,Coat,Outerwear,48,Wyoming,M,Violet,Winter,4,Yes,"Store Pickup",Yes,49,"Debit Card",Weekly,Middle_aged,7
544,53,Male,Skirt,Clothing,98,Alabama,S,Red,Spring,4.3,Yes,Express,Yes,11,"Credit Card",Monthly,Middle_aged,30
546,33,Male,Coat,Outerwear,32,Alabama,L,Magenta,Summer,3.5,Yes,"2-Day Shipping",Yes,48,"Debit Card",Annually,Adult,365
548,38,Male,Jacket,Outerwear,50,Nevada,M,Blue,Winter,2.8,Yes,"Free Shipping",Yes,26,Venmo,Weekly,Adult,7
551,62,Male,Belt,Accessories,62,Georgia,M,Olive,Summer,3.3,Yes,"Store Pickup",Yes,12,PayPal,Weekly,Senior,7
553,24,Male,T-shirt,Clothing,94,Missouri,M,Peach,Fall,3.5,Yes,Express,Yes,18,"Bank Transfer",Weekly,"Young Adult",7
554,63,Male,Sunglasses,Accessories,59,Florida,M,White,Winter,3.2,Yes,Express,Yes,15,"Credit Card",Quarterly,Senior,90
555,56,Male,Sneakers,Footwear,47,Minnesota,M,Red,Summer,3,Yes,Express,Yes,34,"Bank Transfer",Weekly,Middle_aged,7
556,63,Male,Gloves,Accessories,57,Maine,M,White,Fall,4.8,Yes,Express,Yes,37,Venmo,Annually,Senior,365
557,40,Male,Coat,Outerwear,90,Montana,L,Indigo,Winter,5,Yes,"Store Pickup",Yes,21,Cash,Fortnightly,Adult,14
558,18,Male,Shirt,Clothing,60,Alaska,M,White,Spring,2.9,Yes,"Free Shipping",Yes,31,"Debit Card",Weekly,"Young Adult",7
560,66,Male,Scarf,Accessories,41,Arizona,M,Indigo,Fall,2.9,Yes,"Store Pickup",Yes,22,"Bank Transfer",Monthly,Senior,30
561,25,Male,Jewelry,Accessories,48,Louisiana,L,Red,Fall,3.8,Yes,"Free Shipping",Yes,12,"Debit Card",Annually,"Young Adult",365
562,65,Male,Jacket,Outerwear,65,Alabama,M,Blue,Fall,2.6,Yes,"Next Day Air",Yes,25,PayPal,Fortnightly,Senior,14
563,53,Male,Jeans,Clothing,62,Missouri,M,Blue,Summer,3.5,Yes,Standard,Yes,40,"Debit Card",Annually,Middle_aged,365
564,61,Male,Shoes,Footwear,99,Idaho,M,Black,Fall,4.4,Yes,Standard,Yes,16,"Debit Card",Quarterly,Senior,90
565,67,Male,Hoodie,Clothing,58,Florida,M,Olive,Winter,3.4,Yes,"Next Day Air",Yes,30,"Bank Transfer",Weekly,Senior,7
566,59,Male,Backpack,Accessories,43,Idaho,L,Lavender,Fall,4.2,Yes,"Store Pickup",Yes,10,Venmo,Weekly,Senior,7
567,55,Male,Sneakers,Footwear,93,Alabama,M,Indigo,Spring,3.6,Yes,"Store Pickup",Yes,1,"Debit Card",Fortnightly,Middle_aged,14
568,21,Male,Blouse,Clothing,50,"New Hampshire",S,Red,Winter,3,Yes,"Next Day Air",Yes,24,Venmo,Fortnightly,"Young Adult",14
569,44,Male,Pants,Clothing,88,Utah,L,Red,Summer,4,Yes,"Free Shipping",Yes,36,PayPal,Monthly,Adult,30
571,65,Male,T-shirt,Clothing,99,Iowa,XL,Purple,Fall,4.1,Yes,Standard,Yes,20,Cash,Annually,Senior,365
572,54,Male,Jacket,Outerwear,76,Kentucky,XL,Cyan,Spring,3.6,Yes,"Free Shipping",Yes,37,Venmo,Weekly,Middle_aged,7
573,56,Male,Scarf,Accessories,97,"South Carolina",XL,Cyan,Summer,4.6,Yes,"Next Day Air",Yes,26,"Bank Transfer",Annually,Middle_aged,365
576,58,Male,Jeans,Clothing,86,Nebraska,M,Peach,Fall,4.8,Yes,Express,Yes,38,PayPal,Monthly,Senior,30
578,19,Male,Skirt,Clothing,52,Alabama,M,Black,Fall,3.7,Yes,"Store Pickup",Yes,41,Venmo,Annually,"Young Adult",365
579,69,Male,Sandals,Footwear,90,Maine,M,Purple,Fall,4.6,Yes,"Next Day Air",Yes,22,"Credit Card",Fortnightly,Senior,14
580,58,Male,Sandals,Footwear,41,California,M,Violet,Winter,3.7,Yes,"Free Shipping",Yes,48,"Credit Card",Annually,Senior,365
581,49,Male,Sweater,Clothing,80,Iowa,M,Orange,Spring,4.1,Yes,"Free Shipping",Yes,10,PayPal,Weekly,Middle_aged,7
583,40,Male,Jacket,Outerwear,77,Colorado,L,Turquoise,Spring,4.9,Yes,"Store Pickup",Yes,2,"Bank Transfer",Quarterly,Adult,90
584,25,Male,Shorts,Clothing,78,California,L,Yellow,Spring,4,Yes,"Store Pickup",Yes,38,PayPal,Monthly,"Young Adult",30
585,70,Male,Socks,Clothing,94,Indiana,M,White,Spring,4.7,Yes,"Free Shipping",Yes,20,"Debit Card",Monthly,Senior,30
587,45,Male,Hoodie,Clothing,20,Wisconsin,S,Blue,Winter,4.9,Yes,"2-Day Shipping",Yes,9,Venmo,Annually,Middle_aged,365
589,47,Male,Boots,Footwear,60,"South Dakota",M,Violet,Fall,3,Yes,Standard,Yes,9,"Debit Card",Quarterly,Middle_aged,90
590,28,Male,Shirt,Clothing,70,Minnesota,M,Orange,Fall,3.4,Yes,"2-Day Shipping",Yes,40,PayPal,Annually,"Young Adult",365
591,64,Male,Belt,Accessories,39,Alaska,S,Turquoise,Fall,4.6,Yes,Standard,Yes,30,Venmo,Fortnightly,Senior,14
595,35,Male,Hoodie,Clothing,83,Oklahoma,S,Brown,Winter,2.5,Yes,"Next Day Air",Yes,6,"Debit Card",Monthly,Adult,30
596,30,Male,Shoes,Footwear,77,Delaware,M,Silver,Summer,3.6,Yes,"Next Day Air",Yes,47,PayPal,Quarterly,"Young Adult",90
597,23,Male,Shoes,Footwear,37,Montana,XL,White,Summer,4.5,Yes,"Store Pickup",Yes,36,Venmo,Annually,"Young Adult",365
598,70,Male,Jewelry,Accessories,69,Alaska,L,Gold,Summer,3.4,Yes,Standard,Yes,19,"Bank Transfer",Fortnightly,Senior,14
601,22,Male,Hat,Accessories,63,"South Carolina",M,Charcoal,Spring,5,Yes,"2-Day Shipping",Yes,25,Venmo,Monthly,"Young Adult",30
602,32,Male,Backpack,Accessories,38,"West Virginia",M,Maroon,Summer,4.7,Yes,"Store Pickup",Yes,5,Cash,Fortnightly,Adult,14
606,40,Male,Hat,Accessories,32,California,XL,Charcoal,Winter,4.2,Yes,Standard,Yes,17,"Bank Transfer",Weekly,Adult,7
607,27,Male,Scarf,Accessories,90,Colorado,M,Blue,Spring,4.5,Yes,Standard,Yes,44,PayPal,Monthly,"Young Adult",30
608,47,Male,Hoodie,Clothing,23,Indiana,L,Purple,Fall,2.8,Yes,"Next Day Air",Yes,44,Cash,Monthly,Middle_aged,30
610,51,Male,Sweater,Clothing,54,Ohio,L,Purple,Fall,4.6,Yes,"Next Day Air",Yes,49,"Credit Card",Fortnightly,Middle_aged,14
612,43,Male,Scarf,Accessories,33,California,M,Black,Winter,4.7,Yes,"Store Pickup",Yes,19,Cash,Monthly,Adult,30
613,67,Male,Hat,Accessories,43,"New Hampshire",L,Lavender,Fall,4.6,Yes,Express,Yes,33,"Credit Card",Quarterly,Senior,90
616,67,Male,Sandals,Footwear,100,Maryland,L,Olive,Summer,2.6,Yes,"Next Day Air",Yes,23,Venmo,Annually,Senior,365
618,50,Male,Backpack,Accessories,57,Colorado,M,Maroon,Fall,2.6,Yes,Standard,Yes,2,"Bank Transfer",Quarterly,Middle_aged,90
622,51,Male,Sunglasses,Accessories,27,Kansas,S,Red,Fall,4.4,Yes,"Store Pickup",Yes,45,"Credit Card",Weekly,Middle_aged,7
623,69,Male,Socks,Clothing,63,Georgia,S,Peach,Spring,4,Yes,"Next Day Air",Yes,44,"Bank Transfer",Fortnightly,Senior,14
625,55,Male,Pants,Clothing,87,"South Carolina",XL,Pink,Fall,3.4,Yes,Express,Yes,21,PayPal,Annually,Middle_aged,365
626,49,Male,Jewelry,Accessories,79,Delaware,M,Red,Fall,4,Yes,"Next Day Air",Yes,1,Venmo,Weekly,Middle_aged,7
627,31,Male,Sunglasses,Accessories,79,"New Hampshire",M,Indigo,Spring,3.9,Yes,Standard,Yes,10,Venmo,Annually,"Young Adult",365
628,42,Male,Sandals,Footwear,44,Oregon,L,Black,Winter,4.1,Yes,Express,Yes,24,PayPal,Monthly,Adult,30
629,69,Male,Sweater,Clothing,85,Massachusetts,M,White,Fall,3.7,Yes,"2-Day Shipping",Yes,29,"Credit Card",Monthly,Senior,30
630,26,Male,Shoes,Footwear,90,Vermont,L,Beige,Spring,4.7,Yes,Standard,Yes,11,"Debit Card",Annually,"Young Adult",365
631,41,Male,Jewelry,Accessories,94,Mississippi,S,Silver,Fall,4.3,Yes,"2-Day Shipping",Yes,33,"Debit Card",Annually,Adult,365
632,55,Male,Boots,Footwear,68,Washington,S,Violet,Summer,4.1,Yes,"Store Pickup",Yes,27,Cash,Fortnightly,Middle_aged,14
633,35,Male,Backpack,Accessories,51,Wyoming,M,Red,Winter,3.9,Yes,"Next Day Air",Yes,19,Venmo,Fortnightly,Adult,14
634,66,Male,Sandals,Footwear,33,Minnesota,M,Orange,Spring,2.9,Yes,Express,Yes,50,"Debit Card",Quarterly,Senior,90
635,36,Male,Sneakers,Footwear,60,Ohio,M,Teal,Summer,3.9,Yes,Standard,Yes,46,PayPal,Weekly,Adult,7
636,27,Male,Hoodie,Clothing,59,"South Carolina",M,Brown,Fall,4.3,Yes,"2-Day Shipping",Yes,28,Cash,Quarterly,"Young Adult",90
638,21,Male,Sweater,Clothing,20,Tennessee,M,Cyan,Winter,3.4,Yes,"2-Day Shipping",Yes,46,Cash,Fortnightly,"Young Adult",14
639,53,Male,Sandals,Footwear,20,Maryland,S,Blue,Summer,2.7,Yes,Express,Yes,41,PayPal,Monthly,Middle_aged,30
640,54,Male,Dress,Clothing,24,Mississippi,L,Olive,Spring,4,Yes,"2-Day Shipping",Yes,50,"Credit Card",Annually,Middle_aged,365
641,53,Male,Skirt,Clothing,88,Minnesota,M,Gray,Summer,4.4,Yes,"Store Pickup",Yes,28,"Debit Card",Fortnightly,Middle_aged,14
645,68,Male,Backpack,Accessories,93,Louisiana,S,Blue,Summer,4.3,Yes,"Next Day Air",Yes,37,Cash,Weekly,Senior,7
648,54,Male,Blouse,Clothing,70,Mississippi,XL,Charcoal,Summer,3.7,Yes,Express,Yes,23,"Credit Card",Fortnightly,Middle_aged,14
649,22,Male,Hoodie,Clothing,31,Michigan,M,Brown,Winter,4.1,Yes,"Store Pickup",Yes,35,"Credit Card",Weekly,"Young Adult",7
651,34,Male,Gloves,Accessories,40,Florida,M,Magenta,Spring,3.9,Yes,"Next Day Air",Yes,12,"Bank Transfer",Annually,Adult,365
652,32,Male,Hat,Accessories,32,Arkansas,L,Yellow,Summer,2.9,Yes,"Next Day Air",Yes,41,Venmo,Fortnightly,Adult,14
653,64,Male,Sunglasses,Accessories,27,Minnesota,M,Beige,Winter,3.1,Yes,"Free Shipping",Yes,27,Venmo,Weekly,Senior,7
654,20,Male,Scarf,Accessories,68,"North Dakota",M,Olive,Winter,3.6,Yes,"2-Day Shipping",Yes,45,Cash,Fortnightly,"Young Adult",14
655,24,Male,Handbag,Accessories,59,California,L,Gray,Summer,4.4,Yes,"2-Day Shipping",Yes,23,Venmo,Annually,"Young Adult",365
656,20,Male,Handbag,Accessories,36,Mississippi,S,Purple,Fall,3.1,Yes,"Free Shipping",Yes,19,Venmo,Monthly,"Young Adult",30
657,42,Male,Jeans,Clothing,23,Pennsylvania,M,Beige,Summer,3.9,Yes,Standard,Yes,6,PayPal,Quarterly,Adult,90
658,48,Male,Jacket,Outerwear,80,Arizona,M,White,Winter,4.3,Yes,"Free Shipping",Yes,6,PayPal,Quarterly,Middle_aged,90
659,62,Male,Backpack,Accessories,37,Louisiana,S,White,Fall,4.9,Yes,"Store Pickup",Yes,20,Venmo,Weekly,Senior,7
660,62,Male,Shorts,Clothing,52,Virginia,S,Gold,Spring,3.6,Yes,"2-Day Shipping",Yes,8,Cash,Weekly,Senior,7
661,50,Male,Coat,Outerwear,79,Montana,M,Olive,Fall,5,Yes,"2-Day Shipping",Yes,39,"Credit Card",Quarterly,Middle_aged,90
662,57,Male,Shirt,Clothing,68,Iowa,XL,Green,Fall,4.1,Yes,"Store Pickup",Yes,39,"Credit Card",Quarterly,Middle_aged,90
664,59,Male,Dress,Clothing,83,Alaska,M,Charcoal,Fall,4.7,Yes,Express,Yes,23,"Credit Card",Monthly,Senior,30
666,41,Male,Pants,Clothing,55,"New Mexico",M,Peach,Spring,4.9,Yes,"2-Day Shipping",Yes,50,"Credit Card",Annually,Adult,365
667,35,Male,Hoodie,Clothing,26,Colorado,L,Turquoise,Winter,3.1,Yes,"Free Shipping",Yes,30,"Debit Card",Quarterly,Adult,90
668,34,Male,Sunglasses,Accessories,76,Arizona,S,Blue,Winter,2.6,Yes,Standard,Yes,32,"Bank Transfer",Quarterly,Adult,90
669,49,Male,T-shirt,Clothing,85,Hawaii,S,Turquoise,Fall,2.9,Yes,Express,Yes,35,"Bank Transfer",Monthly,Middle_aged,30
672,38,Male,Jacket,Outerwear,30,Iowa,L,Black,Winter,4.7,Yes,Express,Yes,45,Cash,Weekly,Adult,7
673,59,Male,Socks,Clothing,53,Washington,M,Peach,Winter,3.3,Yes,"2-Day Shipping",Yes,29,Cash,Quarterly,Senior,90
675,48,Male,Jewelry,Accessories,33,Washington,XL,Beige,Winter,4.7,Yes,"Store Pickup",Yes,36,"Bank Transfer",Annually,Middle_aged,365
676,64,Male,Sunglasses,Accessories,86,Arkansas,M,Yellow,Spring,2.6,Yes,"2-Day Shipping",Yes,9,Cash,Annually,Senior,365
678,60,Male,Socks,Clothing,62,Washington,S,Turquoise,Summer,2.7,Yes,Express,Yes,41,PayPal,Annually,Senior,365
680,56,Male,Sandals,Footwear,95,Michigan,M,Turquoise,Fall,3.4,Yes,Express,Yes,37,Venmo,Fortnightly,Middle_aged,14
681,58,Male,Sneakers,Footwear,25,Tennessee,M,Magenta,Spring,4.2,Yes,Express,Yes,3,PayPal,Annually,Senior,365
684,33,Male,Sandals,Footwear,36,Michigan,S,Violet,Winter,2.7,Yes,"Free Shipping",Yes,3,"Bank Transfer",Monthly,Adult,30
685,63,Male,Hat,Accessories,82,Alabama,M,Yellow,Summer,4.7,Yes,Express,Yes,42,"Debit Card",Monthly,Senior,30
686,70,Male,Blouse,Clothing,71,Massachusetts,XL,Magenta,Winter,3.5,Yes,Standard,Yes,32,Cash,Fortnightly,Senior,14
687,70,Male,Sweater,Clothing,35,Indiana,L,Beige,Fall,3,Yes,"2-Day Shipping",Yes,33,Venmo,Fortnightly,Senior,14
688,19,Male,Gloves,Accessories,38,"West Virginia",XL,Turquoise,Winter,3.3,Yes,"Free Shipping",Yes,46,"Bank Transfer",Quarterly,"Young Adult",90
689,25,Male,Scarf,Accessories,59,Michigan,S,Peach,Summer,4.7,Yes,"Store Pickup",Yes,44,Venmo,Monthly,"Young Adult",30
691,25,Male,Shorts,Clothing,68,Alaska,XL,Red,Spring,4.8,Yes,Standard,Yes,45,"Bank Transfer",Weekly,"Young Adult",7
697,44,Male,Belt,Accessories,42,Utah,L,Green,Fall,2.8,Yes,Standard,Yes,49,Cash,Monthly,Adult,30
698,61,Male,Scarf,Accessories,63,"North Dakota",XL,Brown,Summer,4.6,Yes,"Free Shipping",Yes,40,"Debit Card",Quarterly,Senior,90
699,55,Male,Boots,Footwear,41,Iowa,M,Yellow,Winter,3.8,Yes,Standard,Yes,40,"Debit Card",Weekly,Middle_aged,7
700,50,Male,Handbag,Accessories,46,Connecticut,M,Charcoal,Fall,2.6,Yes,"2-Day Shipping",Yes,5,PayPal,Weekly,Middle_aged,7
701,57,Male,Pants,Clothing,79,Wisconsin,L,Olive,Winter,4.1,Yes,Standard,Yes,5,PayPal,Monthly,Middle_aged,30
703,18,Male,Shirt,Clothing,71,Montana,M,White,Winter,3.4,Yes,"Store Pickup",Yes,1,Cash,Weekly,"Young Adult",7
704,63,Male,Dress,Clothing,87,Connecticut,L,Pink,Summer,3,Yes,Standard,Yes,21,Venmo,Weekly,Senior,7
705,34,Male,Hoodie,Clothing,66,Idaho,S,Black,Spring,3.2,Yes,Express,Yes,18,PayPal,Annually,Adult,365
706,25,Male,Pants,Clothing,90,Arkansas,XL,Indigo,Summer,4.5,Yes,"Free Shipping",Yes,49,Cash,Quarterly,"Young Adult",90
707,46,Male,Jeans,Clothing,47,Iowa,L,Turquoise,Summer,4.8,Yes,Express,Yes,27,"Debit Card",Weekly,Middle_aged,7
708,59,Male,Shirt,Clothing,38,Louisiana,L,Purple,Spring,3.7,Yes,"Next Day Air",Yes,21,Venmo,Annually,Senior,365
709,37,Male,Backpack,Accessories,50,Kentucky,L,Beige,Summer,3.4,Yes,"Store Pickup",Yes,19,Cash,Fortnightly,Adult,14
710,49,Male,Jacket,Outerwear,79,Massachusetts,L,Charcoal,Summer,4.6,Yes,Standard,Yes,23,"Debit Card",Monthly,Middle_aged,30
711,22,Male,Scarf,Accessories,91,Virginia,L,Turquoise,Spring,4.1,Yes,Standard,Yes,26,PayPal,Fortnightly,"Young Adult",14
713,42,Male,Blouse,Clothing,81,"New Hampshire",XL,Black,Summer,3.8,Yes,"Next Day Air",Yes,36,"Bank Transfer",Quarterly,Adult,90
715,26,Male,Jacket,Outerwear,70,"South Dakota",M,Magenta,Fall,4.4,Yes,"Store Pickup",Yes,40,"Debit Card",Fortnightly,"Young Adult",14
716,33,Male,Jeans,Clothing,63,Delaware,L,Green,Spring,2.6,Yes,Express,Yes,37,"Debit Card",Quarterly,Adult,90
719,22,Male,Shirt,Clothing,22,Florida,M,Peach,Summer,4.6,Yes,Standard,Yes,25,"Bank Transfer",Annually,"Young Adult",365
721,33,Male,Jewelry,Accessories,62,"New Mexico",L,Orange,Fall,3.4,Yes,"Free Shipping",Yes,19,"Debit Card",Weekly,Adult,7
724,35,Male,Jewelry,Accessories,53,Missouri,L,Cyan,Fall,3.5,Yes,Express,Yes,43,PayPal,Monthly,Adult,30
726,61,Male,Hat,Accessories,61,Texas,L,Silver,Winter,3.1,Yes,Standard,Yes,33,"Debit Card",Fortnightly,Senior,14
731,48,Male,Boots,Footwear,25,Massachusetts,M,Indigo,Summer,3.9,Yes,Standard,Yes,28,Venmo,Fortnightly,Middle_aged,14
732,43,Male,Coat,Outerwear,28,Arkansas,M,Red,Spring,3.5,Yes,"Free Shipping",Yes,30,PayPal,Fortnightly,Adult,14
738,47,Male,Sunglasses,Accessories,24,Nebraska,M,Teal,Spring,3.6,Yes,"Store Pickup",Yes,28,PayPal,Annually,Middle_aged,365
739,56,Male,Sunglasses,Accessories,31,Minnesota,L,Orange,Winter,3.5,Yes,"2-Day Shipping",Yes,27,Venmo,Quarterly,Middle_aged,90
741,26,Male,Jeans,Clothing,69,"South Dakota",M,Orange,Summer,2.8,Yes,"Next Day Air",Yes,22,"Credit Card",Fortnightly,"Young Adult",14
743,64,Male,Pants,Clothing,39,Nevada,M,Charcoal,Summer,3.1,Yes,Express,Yes,21,"Debit Card",Quarterly,Senior,90
744,21,Male,Sunglasses,Accessories,84,"North Carolina",L,Gray,Fall,4.9,Yes,"Free Shipping",Yes,36,Cash,Weekly,"Young Adult",7
746,46,Male,T-shirt,Clothing,92,Michigan,L,Orange,Fall,4.7,Yes,Standard,Yes,4,Venmo,Monthly,Middle_aged,30
747,40,Male,Sandals,Footwear,45,Michigan,M,Red,Winter,2.5,Yes,"Free Shipping",Yes,47,"Credit Card",Annually,Adult,365
748,51,Male,Shorts,Clothing,74,Oklahoma,L,Gold,Spring,4.4,Yes,"Next Day Air",Yes,13,"Bank Transfer",Weekly,Middle_aged,7
749,35,Male,Hat,Accessories,39,"South Dakota",L,Brown,Fall,3.9,Yes,"Free Shipping",Yes,8,"Bank Transfer",Quarterly,Adult,90
750,56,Male,Scarf,Accessories,71,Oklahoma,M,Olive,Winter,3.7,Yes,Standard,Yes,11,"Debit Card",Quarterly,Middle_aged,90
751,25,Male,T-shirt,Clothing,95,Maryland,L,Violet,Fall,3.4,Yes,"Free Shipping",Yes,5,Venmo,Annually,"Young Adult",365
752,65,Male,Gloves,Accessories,72,Ohio,L,Indigo,Fall,4.8,Yes,"Free Shipping",Yes,1,"Credit Card",Monthly,Senior,30
754,47,Male,Boots,Footwear,54,Massachusetts,M,Teal,Fall,3.4,Yes,"Store Pickup",Yes,27,Venmo,Quarterly,Middle_aged,90
755,36,Male,Gloves,Accessories,41,"North Carolina",L,Pink,Spring,2.9,Yes,"Store Pickup",Yes,3,"Debit Card",Quarterly,Adult,90
756,66,Male,Coat,Outerwear,24,Florida,M,Violet,Spring,3.3,Yes,"Free Shipping",Yes,22,PayPal,Weekly,Senior,7
757,62,Male,Belt,Accessories,99,Montana,S,Orange,Summer,4.8,Yes,Standard,Yes,24,Cash,Fortnightly,Senior,14
758,41,Male,Hoodie,Clothing,32,Minnesota,M,Red,Fall,3.8,Yes,"Store Pickup",Yes,18,"Debit Card",Quarterly,Adult,90
760,51,Male,Dress,Clothing,49,"Rhode Island",XL,Green,Winter,2.6,Yes,"Next Day Air",Yes,25,"Credit Card",Fortnightly,Middle_aged,14
761,33,Male,Gloves,Accessories,50,Minnesota,XL,Violet,Fall,3.4,Yes,"Free Shipping",Yes,6,Cash,Annually,Adult,365
762,57,Male,Jewelry,Accessories,91,Nevada,L,Yellow,Fall,4.2,Yes,Express,Yes,26,"Bank Transfer",Weekly,Middle_aged,7
763,45,Male,Belt,Accessories,46,"New Mexico",M,Pink,Fall,3.9,Yes,Standard,Yes,43,"Debit Card",Fortnightly,Middle_aged,14
764,61,Male,Sweater,Clothing,50,"North Carolina",M,Brown,Spring,2.9,Yes,"2-Day Shipping",Yes,6,"Credit Card",Monthly,Senior,30
765,55,Male,Skirt,Clothing,39,Virginia,XL,Silver,Fall,4.2,Yes,"Free Shipping",Yes,6,"Debit Card",Quarterly,Middle_aged,90
766,54,Male,Sneakers,Footwear,99,Alaska,M,Pink,Summer,3,Yes,"Store Pickup",Yes,13,Cash,Quarterly,Middle_aged,90
767,57,Male,Gloves,Accessories,48,Nevada,M,Cyan,Winter,3.6,Yes,"Next Day Air",Yes,13,PayPal,Monthly,Middle_aged,30
768,27,Male,Coat,Outerwear,77,Pennsylvania,M,Brown,Fall,2.5,Yes,"Next Day Air",Yes,11,Cash,Annually,"Young Adult",365
769,64,Male,Backpack,Accessories,95,Illinois,XL,Red,Spring,2.6,Yes,Express,Yes,45,Venmo,Weekly,Senior,7
770,52,Male,Socks,Clothing,100,Delaware,M,Silver,Spring,4.3,Yes,"Store Pickup",Yes,8,PayPal,Monthly,Middle_aged,30
771,19,Male,Sneakers,Footwear,54,Vermont,M,Gray,Spring,3.3,Yes,Express,Yes,8,"Credit Card",Annually,"Young Adult",365
772,22,Male,Sweater,Clothing,68,Hawaii,L,Cyan,Fall,2.6,Yes,"Next Day Air",Yes,34,"Bank Transfer",Fortnightly,"Young Adult",14
775,42,Male,Hat,Accessories,46,Nevada,M,Yellow,Summer,3.5,Yes,Standard,Yes,11,"Credit Card",Quarterly,Adult,90
776,49,Male,Handbag,Accessories,53,Kentucky,S,Gold,Winter,3,Yes,"Store Pickup",Yes,8,PayPal,Monthly,Middle_aged,30
778,55,Male,Socks,Clothing,32,Wyoming,XL,Silver,Spring,2.5,Yes,Express,Yes,37,Venmo,Weekly,Middle_aged,7
